Airline,Departure_Airport,Arrival_Airport,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Departure_Hour,Departure_Day,Departure_Weekday,Departure_Month
united,jfk,ord,154,on-time,887,206.44,38,female,medium,business,economy,1,silver,desk,6.4,3.0,28,0,0,window,23,22,4,12
jetblue,dfw,ord,183,on-time,903,408.32,42,female,medium,leisure,economy,0,none,airport kiosk,8.6,5.0,29,0,1,window,10,14,4,7
jetblue,lax,lax,300,on-time,821,391.71,61,male,high,family,economy,2,platinum,desk,5.4,10.0,37,0,0,aisle,1,13,0,1
american airlines,ord,ord,206,on-time,1078,326.66,63,male,high,business,economy,0,silver,airport kiosk,5.3,1.0,12,0,0,middle,6,18,1,7
delta,sea,jfk,92,on-time,734,227.28,29,female,high,family,economy,0,none,desk,7.6,6.0,32,0,0,window,1,24,6,11
jetblue,atl,dfw,159,on-time,814,115.2,59,male,low,family,economy,0,none,mobile app,5.8,6.0,25,0,0,window,0,17,0,7
southwest,atl,dfw,177,on-time,1314,365.17,66,male,medium,emergency,business,1,none,online,8.2,2.0,20,0,1,window,16,12,1,9
american airlines,atl,den,276,on-time,814,348.21,52,male,medium,family,economy,3,none,mobile app,6.9,20.0,0,1,0,middle,0,31,4,1
united,lax,den,140,on-time,1074,365.59,26,male,low,family,economy,2,silver,online,5.6,0.0,110,0,0,aisle,17,9,0,9
southwest,dfw,den,174,on-time,1609,264.25,30,female,medium,business,economy,1,silver,mobile app,6.0,36.0,36,0,0,aisle,20,22,5,2
southwest,jfk,den,232,on-time,1187,275.56,26,female,medium,leisure,economy,1,none,online,7.9,6.0,51,0,0,window,13,25,6,2
delta,jfk,jfk,139,on-time,701,389.51,29,female,medium,business,premium economy,1,none,airport kiosk,9.1,0.0,72,0,1,middle,1,1,3,8
american airlines,sfo,ord,191,on-time,1118,452.56,38,male,high,leisure,economy,2,silver,online,6.6,25.0,64,1,0,window,8,13,6,10
delta,lax,dfw,331,delayed,1343,286.67,56,male,medium,business,economy,2,none,online,7.6,1.0,36,0,0,aisle,22,15,5,7
delta,sfo,ord,218,on-time,1120,326.27,58,male,medium,family,premium economy,3,none,desk,4.4,10.0,72,0,0,aisle,16,2,4,8
united,den,sfo,201,delayed,1314,476.52,36,male,medium,business,economy,1,platinum,online,7.0,12.0,60,0,0,middle,14,19,4,7
jetblue,ord,jfk,212,on-time,1028,189.76,65,female,high,family,economy,1,platinum,desk,10.0,7.0,9,0,0,aisle,19,1,5,6
delta,dfw,ord,137,delayed,1357,193.82,40,male,low,leisure,economy,2,silver,online,5.7,1.0,68,0,0,aisle,14,25,3,1
united,atl,sfo,206,on-time,822,348.79,64,female,low,leisure,premium economy,0,none,airport kiosk,4.8,2.0,117,0,0,middle,7,25,6,6
southwest,sea,atl,31,on-time,1057,281.49,76,male,low,leisure,economy,2,none,mobile app,6.6,34.0,97,0,0,middle,22,1,2,1
delta,den,dfw,232,on-time,1268,308.05,40,male,high,leisure,business,0,gold,mobile app,7.7,11.0,49,0,0,aisle,13,9,1,4
jetblue,lax,lax,274,on-time,949,496.95,54,female,low,business,economy,2,gold,airport kiosk,8.6,1.0,27,0,0,aisle,12,6,1,8
southwest,sea,jfk,74,cancelled,1354,412.36,67,female,medium,family,economy,2,gold,online,6.5,5.0,76,0,0,window,14,16,6,6
delta,den,atl,217,on-time,913,375.11,18,female,low,family,economy,1,none,mobile app,7.0,9.0,62,0,0,middle,17,18,1,3
delta,jfk,atl,148,on-time,1053,206.94,34,female,high,business,economy,4,none,desk,6.5,8.0,34,0,0,aisle,15,22,2,5
united,sfo,den,126,on-time,1521,326.49,29,male,low,leisure,economy,0,none,online,5.2,9.0,23,1,0,window,2,3,3,10
southwest,ord,sea,151,cancelled,1383,499.14,34,female,high,emergency,economy,1,platinum,mobile app,9.8,14.0,51,0,0,window,7,29,4,11
delta,den,sea,157,on-time,947,488.99,71,male,high,emergency,economy,0,none,online,7.2,2.0,31,0,0,aisle,5,11,1,3
southwest,den,dfw,119,on-time,1521,290.57,26,male,high,emergency,economy,1,none,airport kiosk,8.3,7.0,14,0,0,aisle,13,20,4,9
american airlines,ord,sfo,101,cancelled,1338,396.34,29,male,high,emergency,business,3,gold,airport kiosk,7.3,10.0,50,0,0,window,13,13,5,5
delta,den,den,202,delayed,1308,384.56,39,female,medium,leisure,first,1,silver,desk,8.6,10.0,29,1,0,window,10,26,4,4
american airlines,den,jfk,229,on-time,929,531.85,58,male,high,leisure,first,1,silver,airport kiosk,6.2,12.0,54,0,0,aisle,18,28,3,11
american airlines,sea,atl,253,cancelled,1295,432.62,25,male,medium,business,economy,1,silver,desk,5.5,7.0,116,0,1,aisle,6,29,5,6
american airlines,atl,sea,151,cancelled,1236,383.99,25,female,medium,emergency,economy,3,silver,desk,7.5,9.0,111,0,1,window,6,7,2,2
southwest,ord,dfw,199,on-time,1267,450.42,42,female,medium,business,economy,1,none,mobile app,6.8,9.0,30,0,0,aisle,14,12,6,11
southwest,atl,sfo,24,on-time,1328,418.58,77,male,low,emergency,business,0,none,desk,4.4,16.0,26,0,0,aisle,8,23,3,1
american airlines,ord,dfw,70,on-time,1035,393.45,53,female,low,leisure,economy,1,silver,airport kiosk,7.6,0.0,19,1,0,aisle,23,14,2,8
united,dfw,atl,193,on-time,1600,355.04,50,male,low,emergency,business,1,none,mobile app,5.8,32.0,61,0,0,window,7,27,4,12
jetblue,ord,sea,184,on-time,610,286.87,66,male,medium,emergency,economy,2,none,online,6.0,6.0,107,0,0,window,7,27,6,10
delta,sfo,sea,209,on-time,1167,289.52,37,female,low,emergency,economy,1,none,desk,7.9,14.0,60,0,0,middle,18,24,1,10
united,dfw,den,207,on-time,1547,567.91,22,male,medium,business,first,1,none,mobile app,4.2,2.0,77,0,0,aisle,14,6,0,5
southwest,atl,ord,208,delayed,1318,350.97,57,female,medium,business,economy,1,none,mobile app,7.2,9.0,55,0,1,window,15,22,5,2
delta,sea,sea,143,on-time,1393,482.66,52,female,medium,family,economy,1,none,mobile app,8.0,8.0,48,0,0,aisle,20,21,6,1
jetblue,atl,lax,183,delayed,978,477.25,30,female,medium,business,premium economy,1,none,mobile app,7.7,9.0,88,0,0,middle,12,11,4,4
united,sfo,ord,201,on-time,1238,193.62,49,male,medium,emergency,first,2,none,online,5.7,5.0,90,0,0,window,9,10,0,6
american airlines,ord,lax,171,on-time,1260,349.39,34,male,medium,family,business,1,gold,mobile app,6.2,0.0,73,0,1,window,2,15,3,6
american airlines,sfo,sea,187,on-time,1307,439.39,37,male,low,leisure,economy,1,platinum,airport kiosk,8.0,2.0,62,0,0,window,17,15,4,3
jetblue,den,dfw,125,delayed,1167,239.46,19,male,low,emergency,economy,0,none,mobile app,5.5,6.0,98,0,0,window,17,13,0,11
delta,den,sfo,300,on-time,1083,363.03,29,female,medium,leisure,economy,1,none,airport kiosk,9.1,17.0,93,1,0,middle,11,8,3,2
jetblue,atl,ord,236,delayed,1138,441.07,26,female,low,leisure,premium economy,0,platinum,desk,6.5,5.0,99,0,0,window,4,15,3,8
united,sea,dfw,174,on-time,597,501.9,24,male,high,business,economy,1,gold,airport kiosk,6.2,4.0,36,0,0,aisle,0,10,3,8
united,dfw,den,175,on-time,1075,610.42,31,female,medium,family,business,2,none,mobile app,7.3,3.0,26,0,0,aisle,13,13,3,3
american airlines,den,sea,138,on-time,1136,444.53,36,female,low,business,premium economy,0,none,airport kiosk,9.2,13.0,47,0,0,window,7,31,3,10
southwest,den,sfo,233,delayed,715,357.95,27,male,low,emergency,premium economy,1,none,mobile app,3.4,1.0,25,0,0,window,12,22,2,1
delta,dfw,dfw,167,delayed,1692,456.54,28,male,medium,business,first,0,gold,mobile app,5.3,1.0,28,0,0,window,10,1,0,4
jetblue,lax,dfw,266,on-time,1459,281.87,36,female,medium,emergency,economy,1,gold,online,7.9,6.0,67,0,0,middle,8,18,6,6
united,lax,jfk,164,on-time,1110,276.3,23,male,low,business,premium economy,1,none,desk,7.6,9.0,62,0,0,window,10,8,5,7
american airlines,sea,lax,228,on-time,1195,219.36,68,male,low,emergency,premium economy,0,none,desk,8.5,9.0,55,0,0,middle,6,12,0,8
southwest,dfw,atl,113,on-time,1284,146.71,45,male,medium,business,premium economy,0,none,airport kiosk,3.0,7.0,76,0,0,window,18,14,3,9
delta,sfo,ord,192,on-time,984,439.03,66,female,medium,leisure,economy,4,silver,mobile app,10.0,5.0,3,0,0,aisle,11,28,6,5
jetblue,den,sfo,106,on-time,1341,467.7,51,female,medium,business,economy,0,none,airport kiosk,8.7,5.0,75,0,0,aisle,13,1,3,6
united,ord,sfo,94,on-time,1539,329.99,58,female,low,leisure,first,1,gold,desk,7.7,7.0,6,0,0,window,13,5,4,5
delta,atl,dfw,260,delayed,1418,238.37,70,female,medium,family,economy,2,silver,online,4.4,6.0,13,0,0,aisle,15,12,1,9
delta,atl,sea,207,on-time,1070,412.65,27,female,medium,business,economy,0,none,desk,6.9,3.0,41,0,0,window,5,11,5,1
jetblue,ord,ord,139,on-time,1320,391.69,22,female,high,leisure,first,1,gold,desk,3.0,11.0,16,0,0,aisle,16,11,6,2
delta,sfo,jfk,91,delayed,1477,349.33,73,male,medium,emergency,economy,1,none,airport kiosk,10.0,15.0,95,0,0,window,13,30,1,4
southwest,ord,sfo,242,on-time,1598,426.97,20,male,medium,leisure,economy,1,silver,online,7.3,2.0,72,0,0,window,21,5,6,5
jetblue,sfo,sea,246,on-time,852,412.93,57,female,low,family,economy,1,silver,desk,9.2,7.0,68,0,0,middle,20,1,3,2
southwest,sfo,sea,189,on-time,1560,398.5,21,male,high,emergency,business,0,silver,mobile app,8.6,23.0,31,0,1,middle,4,20,6,10
united,sea,sfo,167,on-time,1146,431.19,26,female,low,leisure,economy,0,gold,airport kiosk,7.7,28.0,79,0,0,aisle,12,14,4,2
delta,jfk,sea,147,on-time,1508,440.64,40,male,low,business,economy,1,platinum,airport kiosk,6.8,16.0,11,0,0,middle,17,16,4,2
southwest,den,lax,186,on-time,1468,637.81,41,male,medium,business,economy,0,platinum,mobile app,7.5,52.0,39,0,0,window,23,12,5,10
delta,atl,dfw,190,on-time,780,501.85,31,male,medium,business,economy,1,none,airport kiosk,8.7,7.0,17,0,0,aisle,6,27,6,8
jetblue,ord,den,151,on-time,819,534.73,18,male,medium,leisure,premium economy,1,none,airport kiosk,4.9,38.0,86,0,0,window,3,15,1,10
american airlines,lax,sfo,131,on-time,1180,338.63,18,female,high,leisure,economy,2,gold,desk,6.6,2.0,8,0,0,aisle,3,1,6,10
jetblue,ord,dfw,161,on-time,1040,305.99,65,female,medium,family,premium economy,3,none,desk,3.1,5.0,106,0,0,middle,0,30,5,9
united,atl,jfk,179,on-time,1159,283.6,47,female,medium,family,economy,0,none,mobile app,8.4,3.0,0,0,0,window,19,17,4,11
southwest,lax,den,177,on-time,1078,308.17,62,female,low,business,premium economy,1,silver,mobile app,8.3,11.0,1,0,0,aisle,2,17,4,5
jetblue,sea,sfo,175,on-time,880,200.0,19,female,low,business,business,0,none,online,7.0,13.0,36,1,0,window,21,7,6,5
united,den,sea,214,on-time,1094,395.9,23,female,high,emergency,economy,0,silver,mobile app,6.8,25.0,110,0,1,aisle,1,27,1,6
united,den,atl,254,on-time,1007,276.93,67,male,high,emergency,business,0,gold,desk,5.8,3.0,93,0,0,middle,10,12,1,3
delta,den,atl,202,on-time,967,479.09,30,male,low,emergency,economy,2,none,desk,4.8,2.0,20,0,0,window,20,13,6,10
american airlines,jfk,sfo,141,on-time,1213,267.29,42,female,medium,business,economy,1,none,online,6.1,1.0,13,0,0,middle,0,28,3,3
american airlines,atl,sea,248,on-time,1003,400.62,33,male,low,leisure,economy,0,none,desk,5.5,3.0,81,0,0,middle,16,24,1,9
united,sfo,dfw,48,delayed,1042,373.18,48,female,medium,leisure,economy,0,silver,mobile app,6.6,4.0,114,0,0,aisle,2,19,4,5
american airlines,den,jfk,116,on-time,1577,392.87,30,male,high,family,economy,1,gold,mobile app,3.6,18.0,9,0,0,window,15,21,2,2
delta,ord,lax,145,on-time,1618,300.97,32,female,high,leisure,economy,2,silver,mobile app,5.6,5.0,35,0,0,window,8,28,6,5
jetblue,dfw,sfo,157,on-time,1135,271.28,55,male,low,emergency,economy,0,none,online,7.9,6.0,13,0,0,middle,15,16,2,10
united,atl,den,199,on-time,1387,295.05,65,male,medium,business,economy,1,none,airport kiosk,6.4,5.0,3,0,0,window,6,6,4,12
jetblue,den,atl,207,cancelled,1330,281.18,69,male,high,family,business,2,gold,mobile app,5.4,7.0,71,0,1,aisle,0,24,5,6
southwest,den,dfw,133,on-time,1178,599.38,57,male,medium,business,business,0,silver,online,5.5,6.0,86,0,0,window,7,15,5,3
united,jfk,lax,205,on-time,1089,497.65,75,female,medium,emergency,premium economy,0,none,online,6.4,0.0,103,0,1,aisle,7,1,6,10
united,ord,ord,216,on-time,1671,298.14,69,female,medium,family,economy,0,none,online,5.4,4.0,119,0,0,middle,5,2,1,5
american airlines,sea,den,182,on-time,748,143.35,67,female,medium,family,premium economy,2,none,desk,3.0,1.0,90,0,0,window,21,21,3,3
southwest,sea,lax,182,on-time,1184,423.25,64,female,low,family,premium economy,1,none,online,4.7,7.0,61,0,0,aisle,2,26,3,9
american airlines,jfk,sfo,225,on-time,1170,363.58,27,male,medium,business,premium economy,1,none,mobile app,6.9,6.0,54,0,0,middle,4,30,6,7
american airlines,lax,den,171,cancelled,814,375.54,49,male,low,family,economy,2,silver,online,4.2,4.0,46,0,0,window,11,3,4,5
american airlines,jfk,dfw,240,delayed,1146,442.77,36,male,medium,business,economy,1,none,desk,6.6,23.0,6,0,0,window,11,28,5,9
united,den,sfo,16,on-time,1269,257.96,75,female,high,leisure,economy,1,none,mobile app,7.8,3.0,60,0,0,window,16,26,2,2
jetblue,dfw,sfo,105,on-time,1350,270.09,48,male,high,leisure,economy,3,silver,desk,6.3,4.0,28,0,0,aisle,23,26,0,8
united,dfw,sea,117,on-time,1345,200.31,48,female,medium,business,premium economy,1,silver,airport kiosk,6.8,5.0,33,0,0,middle,6,9,0,10
delta,sea,sea,119,on-time,1535,642.24,57,male,low,emergency,economy,2,gold,desk,5.8,32.0,90,0,0,middle,14,2,1,5
delta,dfw,sfo,277,on-time,879,396.35,26,female,medium,leisure,economy,2,none,mobile app,5.6,24.0,68,0,0,window,19,26,6,11
delta,sea,den,138,on-time,1208,326.73,18,female,medium,business,economy,1,gold,mobile app,5.8,14.0,18,0,0,middle,15,25,3,7
southwest,dfw,sfo,204,on-time,1565,350.36,51,female,low,emergency,premium economy,1,none,desk,5.2,33.0,44,0,0,aisle,4,26,5,8
united,den,jfk,171,on-time,671,342.51,42,male,medium,emergency,business,0,gold,online,5.4,8.0,23,0,0,window,7,1,2,5
jetblue,sfo,sea,217,on-time,1501,467.33,25,male,low,family,economy,1,none,desk,7.2,8.0,34,0,0,middle,4,19,3,10
southwest,ord,atl,103,delayed,1160,370.45,46,male,medium,emergency,economy,0,none,desk,6.0,0.0,70,0,1,middle,23,18,5,5
american airlines,atl,dfw,131,on-time,1261,312.54,57,female,medium,family,economy,0,platinum,mobile app,7.8,15.0,76,0,0,window,16,24,1,10
united,den,sfo,136,on-time,1249,231.37,59,female,high,emergency,economy,0,platinum,online,4.2,3.0,33,0,0,middle,0,26,1,3
american airlines,den,jfk,125,on-time,1681,406.94,62,male,low,business,economy,0,none,mobile app,4.6,7.0,33,0,0,middle,1,14,4,3
united,ord,lax,210,on-time,1403,235.09,40,male,high,business,business,1,gold,mobile app,5.7,1.0,30,0,0,middle,9,7,1,11
united,den,sea,88,on-time,1509,193.86,38,female,medium,leisure,premium economy,0,gold,online,5.2,4.0,84,0,0,middle,13,2,3,11
american airlines,sfo,dfw,232,on-time,1280,600.42,42,male,medium,leisure,business,0,none,online,7.1,10.0,98,0,0,middle,6,24,4,1
southwest,ord,den,207,on-time,1324,411.09,73,female,low,business,first,2,none,mobile app,5.1,8.0,18,0,0,aisle,4,22,4,12
jetblue,dfw,ord,191,on-time,808,289.71,64,male,medium,leisure,premium economy,2,silver,mobile app,5.7,3.0,60,0,0,middle,6,28,0,10
southwest,sea,den,291,on-time,903,519.8,23,female,high,family,economy,0,gold,desk,5.6,17.0,0,0,0,aisle,1,7,4,2
southwest,den,jfk,246,on-time,1888,386.79,46,female,low,leisure,economy,1,none,online,7.6,5.0,53,0,0,aisle,17,12,0,2
american airlines,den,lax,156,on-time,1179,430.96,46,female,low,leisure,premium economy,1,platinum,airport kiosk,6.4,16.0,53,0,0,window,15,9,1,4
jetblue,ord,atl,205,on-time,1041,308.35,27,male,high,family,premium economy,0,none,desk,7.1,4.0,32,1,1,aisle,5,2,6,6
american airlines,sea,dfw,199,on-time,1157,277.44,32,female,medium,leisure,economy,1,none,airport kiosk,7.0,32.0,13,0,0,middle,11,14,5,10
delta,sfo,sfo,361,on-time,1611,467.5,63,female,high,emergency,economy,0,none,online,7.8,2.0,115,0,0,middle,5,29,4,9
jetblue,sea,ord,210,on-time,1165,430.57,22,female,high,emergency,business,0,platinum,online,7.3,19.0,64,0,0,window,10,15,3,8
southwest,sea,ord,82,on-time,1428,408.79,66,female,medium,leisure,business,1,none,online,7.5,12.0,74,0,0,window,12,25,2,12
american airlines,sfo,ord,154,cancelled,1630,455.69,76,male,medium,family,economy,0,none,mobile app,3.4,12.0,68,0,0,aisle,11,20,0,1
american airlines,sfo,sfo,136,delayed,1403,395.5,65,male,low,leisure,premium economy,0,none,desk,6.3,2.0,103,0,0,middle,5,22,2,11
united,den,ord,196,on-time,1001,294.78,73,male,medium,leisure,economy,2,none,desk,7.3,1.0,40,0,0,window,20,12,2,6
american airlines,jfk,jfk,189,on-time,1035,310.23,61,male,medium,leisure,first,0,none,airport kiosk,5.4,9.0,105,0,0,window,22,14,5,10
delta,lax,ord,219,on-time,460,350.45,25,male,low,family,economy,0,platinum,mobile app,8.9,0.0,60,0,0,middle,15,5,6,1
jetblue,den,den,287,on-time,1484,399.89,33,male,high,family,business,2,silver,airport kiosk,7.5,0.0,37,0,1,window,14,24,6,3
american airlines,dfw,atl,252,on-time,1422,356.45,31,female,medium,leisure,economy,0,silver,airport kiosk,8.0,25.0,95,0,0,aisle,12,4,2,9
united,jfk,atl,192,on-time,1008,204.86,39,male,high,leisure,business,0,platinum,desk,7.7,2.0,1,0,0,middle,15,8,2,1
jetblue,jfk,ord,194,on-time,1011,142.82,19,female,medium,business,economy,1,none,mobile app,3.7,26.0,38,0,0,aisle,1,17,3,10
jetblue,jfk,jfk,261,cancelled,985,300.33,57,male,medium,family,economy,1,none,mobile app,7.9,7.0,89,0,0,window,6,12,3,10
delta,ord,jfk,261,on-time,1322,236.05,64,female,low,business,economy,0,gold,airport kiosk,7.1,0.0,31,0,0,aisle,6,26,4,5
jetblue,lax,sea,154,on-time,971,379.01,61,female,medium,family,economy,0,none,airport kiosk,6.2,22.0,73,1,1,aisle,6,28,6,4
united,dfw,den,242,on-time,879,138.66,62,male,low,emergency,economy,3,silver,online,7.7,19.0,47,0,1,middle,15,18,0,11
united,atl,sea,119,delayed,608,401.71,53,female,medium,leisure,business,0,none,mobile app,6.6,4.0,43,0,0,middle,3,6,5,1
delta,sea,den,195,on-time,1065,401.59,39,male,high,business,economy,0,none,airport kiosk,5.2,26.0,3,0,0,middle,14,4,3,5
american airlines,ord,ord,125,on-time,1243,405.51,28,male,medium,business,economy,1,none,airport kiosk,8.4,29.0,91,0,0,window,10,15,2,11
delta,den,den,179,on-time,1262,435.24,37,male,low,emergency,economy,2,none,desk,8.2,5.0,55,0,0,window,18,27,3,2
united,jfk,sea,178,on-time,1230,402.87,57,female,low,leisure,premium economy,0,none,desk,3.1,12.0,35,0,0,aisle,23,21,3,12
american airlines,atl,sea,62,delayed,1576,383.83,61,male,medium,family,business,0,gold,online,6.5,0.0,12,0,0,aisle,14,13,6,4
southwest,sfo,sea,156,on-time,1243,260.84,46,female,low,business,economy,1,silver,online,6.1,1.0,21,0,0,aisle,15,21,3,3
american airlines,ord,ord,182,cancelled,936,326.74,19,female,medium,leisure,business,2,none,online,9.4,1.0,29,0,0,middle,22,29,1,10
delta,jfk,sfo,251,on-time,1041,337.55,62,male,medium,leisure,premium economy,2,silver,online,8.3,57.0,107,0,1,aisle,16,17,6,3
american airlines,lax,lax,196,on-time,1379,250.12,29,female,high,family,business,3,gold,online,6.6,12.0,58,0,0,window,8,3,4,5
delta,dfw,lax,181,cancelled,1267,329.51,63,male,medium,business,first,1,none,mobile app,9.0,7.0,62,0,1,middle,0,26,4,4
united,lax,sfo,279,on-time,1100,260.88,36,female,high,leisure,economy,1,none,mobile app,8.1,8.0,24,0,0,middle,15,5,4,1
american airlines,sea,den,201,on-time,899,461.06,23,female,low,family,economy,1,none,airport kiosk,8.5,1.0,31,0,0,middle,20,17,2,7
delta,jfk,den,262,on-time,755,343.73,51,male,low,leisure,economy,0,silver,desk,6.5,17.0,10,0,1,window,2,27,5,7
united,lax,jfk,212,on-time,1145,194.41,61,male,medium,family,economy,0,gold,desk,10.0,6.0,102,0,0,window,15,2,1,4
delta,dfw,lax,133,on-time,963,505.41,57,male,medium,business,business,0,silver,airport kiosk,6.4,5.0,7,0,0,middle,2,18,0,9
delta,jfk,lax,159,on-time,1652,466.75,69,female,medium,emergency,economy,0,none,online,3.4,7.0,42,0,0,middle,3,20,3,2
united,lax,sea,342,on-time,1243,262.1,67,female,high,family,premium economy,1,gold,desk,9.8,1.0,49,0,1,middle,10,28,2,8
american airlines,sea,ord,188,on-time,590,474.14,45,female,low,leisure,economy,0,silver,airport kiosk,7.5,7.0,51,0,0,aisle,20,24,2,1
delta,sea,jfk,190,on-time,1785,421.47,67,female,medium,family,economy,0,none,online,8.6,13.0,62,0,0,window,4,7,6,4
united,den,ord,308,delayed,1247,336.65,21,female,medium,family,premium economy,1,gold,airport kiosk,5.2,7.0,16,0,0,middle,3,8,6,10
american airlines,jfk,ord,159,on-time,725,471.12,23,female,medium,family,economy,1,platinum,desk,6.2,27.0,36,0,1,aisle,2,5,6,1
american airlines,atl,atl,179,delayed,1978,351.84,29,male,low,business,economy,1,none,desk,7.8,6.0,4,0,0,aisle,6,25,1,2
united,den,atl,110,on-time,1116,303.61,68,male,medium,business,first,0,silver,airport kiosk,7.7,4.0,54,0,0,aisle,22,26,4,7
jetblue,jfk,lax,149,on-time,1645,287.64,63,female,medium,business,premium economy,1,none,desk,6.7,1.0,38,0,0,middle,22,17,0,2
american airlines,sea,sea,137,on-time,769,392.26,63,male,low,leisure,premium economy,1,silver,online,6.8,16.0,65,0,0,aisle,6,19,4,4
delta,ord,ord,220,on-time,1421,375.57,54,male,high,family,economy,0,none,mobile app,7.3,4.0,4,0,0,aisle,15,5,5,4
united,den,sea,269,on-time,1088,251.06,55,male,high,leisure,economy,2,silver,airport kiosk,5.9,2.0,14,0,1,window,10,10,4,11
delta,den,lax,242,on-time,1020,341.27,55,female,high,business,economy,1,gold,online,5.3,6.0,46,0,0,middle,22,14,6,1
united,den,jfk,245,cancelled,1366,431.76,24,male,medium,family,economy,0,silver,airport kiosk,7.8,4.0,82,0,0,window,15,24,5,6
american airlines,den,sfo,287,on-time,1069,422.79,59,female,high,business,economy,0,none,desk,4.6,10.0,93,0,0,middle,9,12,1,9
jetblue,ord,jfk,238,on-time,1182,302.2,75,female,medium,business,business,2,silver,desk,5.3,14.0,74,0,1,window,2,1,3,2
